title,link,cited_number,cited_papers_link,related_papers_link,snippet,versions_number,all_versions_link,paper_id
GPT is an effective tool for multilingual psychological text analysis,https://psyarxiv.com/sekf5?trk=public_post_reshare-text,25,"https://scholar.google.com/scholar?cites=15626622038988420338&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:8vQxefPp3NgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… 0.607 We compare the performance of GPT-3.5 and GPT-4 to the performance of the top … GPT-3.5 outperforms top performing models for detecting English and Arabic sentiment. GPT…,3,"https://scholar.google.com/scholar?cluster=15626622038988420338&hl=en&as_sdt=0,5",5UlLenMd
Prompting gpt-3 to be reliable,https://arxiv.org/abs/2210.09150,85,"https://scholar.google.com/scholar?cites=17725272328953429589&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:VX5USkXR_PUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We establish simple and effective prompts to demonstrate GPT-3's reliability … We find that by employing appropriate prompts, GPT-3 … more reliably use large language models like GPT-3. …",3,"https://scholar.google.com/scholar?cluster=17725272328953429589&hl=en&as_sdt=0,5",n6U5czdq
Next-gpt: Any-to-any multimodal llm,https://arxiv.org/abs/2309.05519,29,"https://scholar.google.com/scholar?cites=10489512657753192238&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… -GPT. We connect an LLM with multimodal adaptors and different diffusion decoders, enabling NExT-GPT to … -performing encoders and decoders, NExT-GPT is tuned with only a small …",2,"https://scholar.google.com/scholar?cluster=10489512657753192238&hl=en&as_sdt=0,5",S7zyNrUR
Comparison of GMF/GPT with VMF1/ECMWF and implications for atmospheric loading,https://link.springer.com/article/10.1007/s00190-009-0311-8,146,"https://scholar.google.com/scholar?cites=13753356824319360898&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:gv-_zim93b4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",This paper compares estimates of station coordinates from global GPS solutions obtained by applying different troposphere models: the Global Mapping Function (GMF) and the Vienna …,16,"https://scholar.google.com/scholar?cluster=13753356824319360898&hl=en&as_sdt=0,5",U1XOsTwu
Medically aware GPT-3 as a data generator for medical dialogue summarization,https://proceedings.mlr.press/v149/chintagunta21a.html,94,"https://scholar.google.com/scholar?cites=13197052973850910935&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:12BlPMJZJbcJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… We utilize GPT-3 as the backbone of our algorithm and scale 210 human labeled examples to yield results comparable to using 6400 human labeled examples (∼ 30x) leveraging low-…,8,"https://scholar.google.com/scholar?cluster=13197052973850910935&hl=en&as_sdt=0,5",C9O4q7nK
Potential use of chat gpt in global warming,https://link.springer.com/article/10.1007/s10439-023-03171-8,112,"https://scholar.google.com/scholar?cites=8119082671506353548&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:jG0qSazGrHAJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… concepts GPT was trained on a large corpus of text, but it may … GPT may not have the ability to understand the context in which questions are being asked. (3) Bias in training data GPT …",3,"https://scholar.google.com/scholar?cluster=8119082671506353548&hl=en&as_sdt=0,5",n8B1leNW
Overlap in meaning is a stronger predictor of semantic activation in GPT-3 than in humans,https://www.nature.com/articles/s41598-023-32248-6,10,"https://scholar.google.com/scholar?cites=13270289082663051140&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:hB_glpyJKbgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… (GPT-3) using lexical decision tasks widely used to study the structure of semantic memory in humans. The results of four analyses showed that GPT-3’s … between GPT-3 and humans. …,11,"https://scholar.google.com/scholar?cluster=13270289082663051140&hl=en&as_sdt=0,5",CepQiXMK
"Changes with different diets in plasma enzymes (GOT, GPT, LDH, ALP) and plasma lipids (cholesterol, triglycerides) of sea-bass (Dicentrarchus labrax)",https://www.sciencedirect.com/science/article/pii/004484869190205L,192,"https://scholar.google.com/scholar?cites=7992734000942738460&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:HOxg_jnl624J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Initial GPT activity was 4 to 5 times higher in the fish given diets A and B than in the wild fish, … GPT levels decreased regularly thereafter for the fish given diet B; by contrast, GPT …",4,"https://scholar.google.com/scholar?cluster=7992734000942738460&hl=en&as_sdt=0,5",nEATco9q
Summary of chatgpt-related research and perspective towards the future of large language models,https://www.sciencedirect.com/science/article/pii/S2950162823000176,199,"https://scholar.google.com/scholar?cites=596648505654707693&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:7QVRm6e4RwgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… This paper presents a comprehensive survey of ChatGPT-related (GPT-3.5 and GPT-4) research, state-of-the-art large language models (LLM) from the GPT series, and their …",2,"https://scholar.google.com/scholar?cluster=596648505654707693&hl=en&as_sdt=0,5",3rXoxPYU
Gpt-4 passes the bar exam,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4389233,133,"https://scholar.google.com/scholar?cites=15692215868044113544&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:iHaE6TDzxdkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… members of the GPT family and the alpha version of GPT-4 we used for this study. GPT-4 delivers … In addition, GPT-4’s MBE score is not only more than 15% above the minimum passing …",3,"https://scholar.google.com/scholar?cluster=15692215868044113544&hl=en&as_sdt=0,5",LgzGRMI9
Deid-gpt: Zero-shot medical text de-identification by gpt-4,https://arxiv.org/abs/2303.11032,54,"https://scholar.google.com/scholar?cites=12456905777111432519&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:R_08Bc7R36wJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… DeID-GPT … GPT-4 for medical text data processing and de-identification, which provides insights for further research and solution development on the use of LLMs such as ChatGPT/GPT…",2,"https://scholar.google.com/scholar?cluster=12456905777111432519&hl=en&as_sdt=0,5",b52ftRnv
As good as new. How to successfully recycle English GPT-2 to make models for other languages,https://arxiv.org/abs/2012.05628,56,"https://scholar.google.com/scholar?cites=17225395325175586189&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:jd3DwMjlDO8J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… GPT-2 to … GPT-2 small to the GPT-2 medium embedding space. This method minimises the amount of training and prevents losing information during adaptation that was learned by GPT…,5,"https://scholar.google.com/scholar?cluster=17225395325175586189&hl=en&as_sdt=0,5",YozEm27B
GPT-critic: Offline reinforcement learning for end-to-end task-oriented dialogue systems,https://koasas.kaist.ac.kr/handle/10203/312648,28,"https://scholar.google.com/scholar?cites=5520811957043799896&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:WCdTczndnUwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… introduce GPT-Critic, an offline RL method for task-oriented dialogue. GPT-Critic is built upon GPT-… GPT-Critic is essentially free from the issue of diverging from human language since it …",no_versions_number,no_all_versions_link,twOrHKY4
Why can gpt learn in-context? language models secretly perform gradient descent as meta optimizers,https://arxiv.org/abs/2212.10559,79,"https://scholar.google.com/scholar?cites=2470483106617991889&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:0aKR2UvrSCIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… On top of it, we understand ICL as follows: GPT first produces meta gradients according to the demonstration examples, and then these meta gradients are applied to the original GPT to …",2,"https://scholar.google.com/scholar?cluster=2470483106617991889&hl=en&as_sdt=0,5",hHnGz3v1
Harnessing GPT-4 for generation of cybersecurity GRC policies: A focus on ransomware attack mitigation,https://www.sciencedirect.com/science/article/pii/S0167404823003346,11,"https://scholar.google.com/scholar?cites=7565895391543949716&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"This study investigated the potential of Generative Pre-trained Transformers (GPTs), a state-of-the-art large language model, in generating cybersecurity policies to deter and mitigate …",4,"https://scholar.google.com/scholar?cluster=7565895391543949716&hl=en&as_sdt=0,5",oHK1yMtn
GPT-3-driven pedagogical agents to train children's curious question-asking skills,https://link.springer.com/article/10.1007/s40593-023-00340-7,26,"https://scholar.google.com/scholar?cites=17160448853760244979&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:83yjAlApJu4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… questions; 2) GPT-3-generated content that proposes the same type of cues; 3) GPT-3-… closed"" trainings (showing the scalability of the approach using GPT-3), and a better one for …",6,"https://scholar.google.com/scholar?cluster=17160448853760244979&hl=en&as_sdt=0,5",S7UF8c5Q
Multimodal-gpt: A vision and language model for dialogue with humans,https://arxiv.org/abs/2305.04790,74,"https://scholar.google.com/scholar?cites=12702220107988702264&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:OJR9k-NZR7AJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… -GPT to chat with people, we also collect language data and define a unified instruction template to jointly train the MultiModal-GPT… continuous dialogue of MultiModal-GPT with humans. …",2,"https://scholar.google.com/scholar?cluster=12702220107988702264&hl=en&as_sdt=0,5",zqecIvyr
Solving math word problems concerning systems of equations with gpt-3,https://ojs.aaai.org/index.php/AAAI/article/view/26896,18,"https://scholar.google.com/scholar?cites=5240590650186933996&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:7CagNW5RukgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Concretely, we evaluate the use of GPT-3, a 1.75B parameter … a set of problem classes and find that GPT-3 has generally very high … For the third challenge, we find that GPT-3 is able to …",no_versions_number,no_all_versions_link,NUe9zMLO
Is gpt-3 a good data annotator?,https://arxiv.org/abs/2212.10450,51,"https://scholar.google.com/scholar?cites=12537689265082734922&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Shl8hfXR_q0J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , we investigate whether GPT-3 can be … GPT-3, it is natural to wonder whether it can be used to effectively annotate data for NLP tasks. In this paper, we evaluate the performance of GPT-…",2,"https://scholar.google.com/scholar?cluster=12537689265082734922&hl=en&as_sdt=0,5",GBSw1U9R
Assessing the accuracy and reliability of AI-generated medical responses: an evaluation of the Chat-GPT model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10002821/,81,"https://scholar.google.com/scholar?cites=3951598327526120563&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:c9w4D77l1jYJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",Background: Natural language processing models such as ChatGPT can generate text-based content and are poised to become a major information source in medicine and beyond. …,6,"https://scholar.google.com/scholar?cluster=3951598327526120563&hl=en&as_sdt=0,5",MpNXrYRc
GPT takes the bar exam,https://arxiv.org/abs/2212.14402,56,"https://scholar.google.com/scholar?cites=3208306243985450502&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:BqZr04cxhiwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… For best prompt and parameters, GPT-3.5 achieves a … GPT-3.5’s ranking of responses is also highly-correlated with … LLMs and the proprietary nature of GPT, we believe that these results …",3,"https://scholar.google.com/scholar?cluster=3208306243985450502&hl=en&as_sdt=0,5",YJ5v6ME7
Role of chat gpt in public health,https://link.springer.com/article/10.1007/s10439-023-03172-7,199,"https://scholar.google.com/scholar?cites=17103497587717500317&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:ne2mFHDUW-0J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","ChatGPT, a language model developed by OpenAI, has the potential to play a role in public health. With its ability to generate human-like text based on large amounts of data, ChatGPT …",4,"https://scholar.google.com/scholar?cluster=17103497587717500317&hl=en&as_sdt=0,5",rNamt9AM
New meaning for NLP: the trials and tribulations of natural language processing with GPT-3 in ophthalmology,https://bjo.bmj.com/content/106/7/889.abstract,40,"https://scholar.google.com/scholar?cites=3672193897792511021&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:LZxH2ORA9jIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… The release of GPT-3 has also sparked renewed interest on the … focus on GPT-3, as well as discussion of applications specific to ophthalmology. We also outline the limitations of GPT-3 …",7,"https://scholar.google.com/scholar?cluster=3672193897792511021&hl=en&as_sdt=0,5",weLhRDbo
Gpteval: Nlg evaluation using gpt-4 with better human alignment,https://arxiv.org/abs/2303.16634,151,"https://scholar.google.com/scholar?cites=11910942963352221111&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:tzWMroQrTKUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We show that GPTEval with GPT-4 as the backbone model achieves a Spearman correlation of 0.514 with human on summarization task, outperforming all previous methods by a large …",2,"https://scholar.google.com/scholar?cluster=11910942963352221111&hl=en&as_sdt=0,5",r8MEAan3
Thinking about gpt-3 in-context learning for biomedical ie? think again,https://arxiv.org/abs/2203.08410,37,"https://scholar.google.com/scholar?cites=9015008576735138115&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Q9Fld4m-G30J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… that GPT-3 still significantly underperforms compared to simply fine-tuning a smaller PLM. In addition, GPT-… Given the high cost of experimenting with GPT-3, we hope our study provides …",3,"https://scholar.google.com/scholar?cluster=9015008576735138115&hl=en&as_sdt=0,5",Bv80hQrc
AI-generated medical advice—GPT and beyond,https://jamanetwork.com/journals/jama/article-abstract/2803077,76,"https://scholar.google.com/scholar?cites=16033905017009577931&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:y581Zanfg94J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… GPT can explain complex topics like quantum mechanics in simple terms or provide a … into GPT-3 and claimed the software “approaches or exceeds the passing threshold.” One of GPT’…,3,"https://scholar.google.com/scholar?cluster=16033905017009577931&hl=en&as_sdt=0,5",5kAD6Nfq
The stability-efficiency dilemma: Investigating sequence length warmup for training GPT models,https://proceedings.neurips.cc/paper_files/paper/2022/hash/aac02401755a65904cf977a33136af4a-Abstract-Conference.html,14,"https://scholar.google.com/scholar?cites=2863317000596137587&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:c6beO6SLvCcJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… of sequence length in training GPT models and find that it … We conduct an extensive study of the GPT-2 pre-training task… sequence length warmup method for GPT-style model (and …,3,"https://scholar.google.com/scholar?cluster=2863317000596137587&hl=en&as_sdt=0,5",3Vh4LTl6
